Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit,EmissionsPenalty,SpecifiedDemandProfile,YearSplit
0,0,BAU,E5_TSWTSW,,,,2018.0,4.406710560584624,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2019.0,4.587997669413468,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2020.0,4.769284778242311,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2021.0,4.950571887071157,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2022.0,5.131858995900001,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2023.0,5.326869637848,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2024.0,5.52929068408622,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2025.0,5.7394037300815,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2026.0,5.95750107182459,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2027.0,6.18388611255393,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2028.0,6.41887378483098,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2029.0,6.66279098865456,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2030.0,6.91597704622343,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2031.0,7.17878417397992,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2032.0,7.45157797259116,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2033.0,7.73473793554962,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2034.0,8.02865797710051,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2035.0,8.33374698023033,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2036.0,8.65042936547908,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2037.0,8.97914568136729,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2038.0,9.32035321725924,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2039.0,9.6745266395151,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2040.0,10.0421586518166,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2041.0,10.4237606805857,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2042.0,10.8198635864479,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2043.0,11.2310184027329,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2044.0,11.6577971020368,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2045.0,12.1007933919142,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2046.0,12.5606235408069,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2047.0,13.0379272353576,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2048.0,13.5333684703012,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2049.0,14.0476364721726,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TSWTSW,,,,2050.0,14.5814466581152,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2018.0,1.7654706,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2019.0,1.8325584827999997,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2020.0,1.9021957051464,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2021.0,1.9744791419419612,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2022.0,2.0495093493357563,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2023.0,2.1273907046105127,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2024.0,2.208231551385712,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2025.0,2.292144350338371,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2026.0,2.379245835651232,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2027.0,2.469657177405974,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2028.0,2.5635041501474025,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2029.0,2.660917307853008,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2030.0,2.7620321655514184,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2031.0,2.866989387842372,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2032.0,2.9759349845803835,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2033.0,3.089020513994439,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2034.0,3.2064032935262263,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2035.0,3.3282466186802218,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2036.0,3.4547199901900707,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2037.0,3.585999349817296,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2038.0,3.7222673251103537,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2039.0,3.8637134834645455,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2040.0,4.010534595836201,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2041.0,4.1629349104779765,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2042.0,4.321126437076142,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2043.0,4.485329241685035,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2044.0,4.655771752869064,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2045.0,4.83269107947809,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2046.0,5.016333340498256,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2047.0,5.206954007437191,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2048.0,5.404818259719808,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2049.0,5.610201353589113,,,,,,,,,,,,,,,,,,
0,0,BAU,E5_TWWTWW,,,,2050.0,5.82338900502553,,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2018.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2019.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2020.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2021.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2022.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2023.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2024.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2025.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2026.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2027.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2028.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2029.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2030.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2031.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2032.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2033.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2034.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2035.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2036.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2037.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2038.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2039.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2040.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2041.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2042.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2043.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2044.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2045.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2046.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2047.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2048.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2049.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,INORG_RCY_OS,,All,2050.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2018.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2019.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2020.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2021.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2022.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2023.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2024.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2025.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2026.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2027.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2028.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2029.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2030.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2031.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2032.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2033.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2034.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2035.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2036.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2037.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2038.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2039.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2040.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2041.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2042.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2043.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2044.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2045.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2046.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2047.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2048.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2049.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,AD,,All,2050.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2018.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2019.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2020.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2021.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2022.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2023.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2024.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2025.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2026.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2027.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2028.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2029.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2030.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2031.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2032.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2033.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2034.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2035.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2036.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2037.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2038.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2039.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2040.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2041.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2042.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2043.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2044.0,,1.0,,,,,,,,,,,,,,,,,
0,0,BAU,,COMPOST,,All,2045.0,,1.0,,,,,,,,,,,,,,,,,
