Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
NDPhigh,0,,INORG_RCY_OS,,2018,,0.133871,0.133871,0.133871,0.133871,,,4.91976,4.91976,,,8.43387,8.11549,8.43387,,5.82148,,,,-7.49677,-7.21377,,8.4316,,14.4542,14.4542,,8.054871844906728e-05,,0.0001380834471734465,0.0001380834471734465,
NDPhigh,0,,INORG_RCY_OS,,2019,,0.144152,0.144152,0.144152,0.144152,,,5.2976,4.90518,,,9.08159,8.09145,9.08159,,5.80423,,,,-8.07253,-7.1924,,8.4066,,14.4113,14.4113,,8.478484833220907e-05,,0.0001453452942399023,0.0001453452942399023,
NDPhigh,0,,INORG_RCY_OS,,2020,,0.154434,0.154434,0.154434,0.154434,,,5.67544,4.86577,,,9.72932,8.02644,9.72932,,5.7576,,,,-8.64828,-7.13462,,8.3391,,14.2956,14.2956,,9.471527264841131e-05,,0.0001623689434622939,0.0001623689434622939,
NDPhigh,0,,INORG_RCY_OS,,2021,,0.164715,0.164715,0.164715,0.164715,,,6.05328,4.80529,,,10.377,7.92667,10.377,,5.68603,,,,-9.22404,-7.04593,,8.2354,,14.1178,14.1178,,9.72289716765076e-05,,0.0001666774111039171,0.0001666774111039171,
NDPhigh,0,,INORG_RCY_OS,,2022,,0.174996,0.174996,0.174996,0.174996,,,6.43112,4.72706,,,11.0248,7.79763,11.0248,,5.59347,,,,-9.7998,-6.93123,,8.1014,,13.8881,13.8881,,9.961225837039311e-05,,0.0001707642255286653,0.0001707642255286653,
NDPhigh,0,,INORG_RCY_OS,,2023,,0.181646,0.181646,0.181646,0.181646,,,6.6755,4.54323,,,11.4437,7.49439,11.4437,,5.37594,,,,-10.1722,-6.66168,,7.7863,,13.3479,13.3479,,0.000100385907316867,,0.00017208991200090342,0.00017208991200090342,
NDPhigh,0,,INORG_RCY_OS,,2024,,0.188549,0.188549,0.188549,0.188549,,,6.92917,4.36655,,,11.8786,7.20294,11.8786,,5.16688,,,,-10.5587,-6.40262,,7.4835,,12.8289,12.8289,,0.0001011656182843386,,0.00017342710791513912,0.00017342710791513912,
NDPhigh,0,,INORG_RCY_OS,,2025,,0.195714,0.195714,0.195714,0.195714,,,7.19248,4.19674,,,12.33,6.92283,12.33,,4.96594,,,,-10.96,-6.15362,,7.1925,,12.33,12.33,,0.00010195139248843188,,0.00017477430168486602,0.00017477430168486602,
NDPhigh,0,,INORG_RCY_OS,,2026,,0.203151,0.203151,0.203151,0.203151,,,7.46579,4.03353,,,12.7985,6.65361,12.7985,,4.77282,,,,-11.3764,-5.91432,,6.9128,,11.8505,11.8505,,0.00010274318961376515,,0.00017613122151463855,0.00017613122151463855,
NDPhigh,0,,INORG_RCY_OS,,2027,,0.440024,0.440024,0.440024,0.440024,,,16.1709,8.08947,,,27.7215,13.3442,27.7215,,9.57215,,,,-24.6413,-11.8615,,13.8639,,23.7667,23.7667,,0.0002160599349659125,,0.00037038788732584726,0.00037038788732584726,
NDPhigh,0,,INORG_RCY_OS,,2028,,0.652746,0.652746,0.652746,0.652746,,,23.9884,11.1113,,,41.123,18.3288,41.123,,13.1478,,,,-36.5538,-16.2923,,19.0428,,32.6448,32.6448,,0.00031117457626217193,,0.0005334425013602115,0.0005334425013602115,
NDPhigh,0,,INORG_RCY_OS,,2029,,0.841939,0.841939,0.841939,0.841939,,,30.9412,13.2702,,,53.0421,21.8901,53.0421,,15.7024,,,,-47.1486,-19.4579,,22.7427,,38.9875,38.9875,,0.00038967518762883914,,0.0006680151471089566,0.0006680151471089566,
NDPhigh,0,,INORG_RCY_OS,,2030,,1.00824,1.00824,1.00824,1.00824,,,37.0528,14.7142,,,63.5191,24.2721,63.5191,,17.4111,,,,-56.4614,-21.5752,,25.2175,,43.23,43.23,,0.0004530534143175251,,0.0007766631706477327,0.0007766631706477327,
NDPhigh,0,,INORG_RCY_OS,,2031,,1.06243,1.06243,1.06243,1.06243,,,39.0444,14.3566,,,66.9333,23.6822,66.9333,,16.9879,,,,-59.4963,-21.0508,,24.6046,,42.1793,42.1793,,0.00046350017676111783,,0.0007945722403521357,0.0007945722403521357,
NDPhigh,0,,INORG_RCY_OS,,2032,,1.1174,1.1174,1.1174,1.1174,,,41.0643,13.9808,,,70.396,23.0623,70.396,,16.5433,,,,-62.5742,-20.4999,,23.9606,,41.0754,41.0754,,0.0004732802155278828,,0.0008113381709246434,0.0008113381709246434,
NDPhigh,0,,INORG_RCY_OS,,2033,,1.17312,1.17312,1.17312,1.17312,,,43.112,13.5907,,,73.9064,22.4189,73.9064,,16.0817,,,,-65.6945,-19.9279,,23.2921,,39.9293,39.9293,,0.0004824084116775063,,0.0008269871274077391,0.0008269871274077391,
NDPhigh,0,,INORG_RCY_OS,,2034,,1.22959,1.22959,1.22959,1.22959,,,45.1873,13.1897,,,77.4639,21.7574,77.4639,,15.6072,,,,-68.8568,-19.3399,,22.6049,,38.7512,38.7512,,0.000490903206752405,,0.0008415478888437155,0.0008415478888437155,
NDPhigh,0,,INORG_RCY_OS,,2035,,1.2868,1.2868,1.2868,1.2868,,,47.2897,12.7809,,,81.0681,21.0831,81.0681,,15.1235,,,,-72.0606,-18.7405,,21.9043,,37.5502,37.5502,,0.0004987797472771145,,0.000855051447360331,0.000855051447360331,
NDPhigh,0,,INORG_RCY_OS,,2036,,1.34474,1.34474,1.34474,1.34474,,,49.419,12.3671,,,84.7184,20.4004,84.7184,,14.6338,,,,-75.3052,-18.1337,,21.195,,36.3343,36.3343,,0.0005060564683955115,,0.0008675265446916834,0.0008675265446916834,
NDPhigh,0,,INORG_RCY_OS,,2037,,1.4034,1.4034,1.4034,1.4034,,,51.5749,11.9505,,,88.4141,19.7133,88.4141,,14.1409,,,,-78.5903,-17.5229,,20.4811,,35.1105,35.1105,,0.0005127506234454392,,0.0008790009267369866,0.0008790009267369866,
NDPhigh,0,,INORG_RCY_OS,,2038,,1.46278,1.46278,1.46278,1.46278,,,53.757,11.5335,,,92.1549,19.0253,92.1549,,13.6474,,,,-81.9155,-16.9114,,19.7663,,33.8852,33.8852,,0.0005188784117584041,,0.0008895062623984702,0.0008895062623984702,
NDPhigh,0,,INORG_RCY_OS,,2039,,1.52286,1.52286,1.52286,1.52286,,,55.9651,11.1178,,,95.9402,18.3396,95.9402,,13.1555,,,,-85.2802,-16.3019,,19.0539,,32.6639,32.6639,,0.0005244579067128989,,0.0008990709649695411,0.0008990709649695411,
NDPhigh,0,,INORG_RCY_OS,,2040,,1.58364,1.58364,1.58364,1.58364,,,58.1989,10.7051,,,99.7695,17.6589,99.7695,,12.6672,,,,-88.684,-15.6968,,18.3467,,31.4515,31.4515,,0.0005295060232318039,,0.0009077242213310809,0.0009077242213310809,
NDPhigh,0,,INORG_RCY_OS,,2041,,1.64512,1.64512,1.64512,1.64512,,,60.4581,10.2969,,,103.642,16.9855,103.642,,12.1842,,,,-92.1266,-15.0983,,17.6471,,30.2521,30.2521,,0.0005340395217350423,,0.000915492284932263,0.000915492284932263,
NDPhigh,0,,INORG_RCY_OS,,2042,,1.70728,1.70728,1.70728,1.70728,,,62.7424,9.89444,,,107.558,16.3216,107.558,,11.7079,,,,-95.6075,-14.5081,,16.9573,,29.0696,29.0696,,0.0005380749898233896,,0.0009224108378931016,0.0009224108378931016,
NDPhigh,0,,INORG_RCY_OS,,2043,,1.77011,1.77011,1.77011,1.77011,,,65.0517,9.49871,,,111.517,15.6688,111.517,,11.2397,,,,-99.1263,-13.9278,,16.2791,,27.907,27.907,,0.0005416304908362891,,0.0009285077476313525,0.0009285077476313525,
