Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,Capex2025,FixedOpex2025,VarOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
NDPlow,0,,INORG_RCY_OS,,2046,,1.1882,1.1882,1.1882,1.1882,,,43.6665,5.06155,,,74.8569,8.34939,74.8569,,5.98926,,,,-66.5395,-7.42168,,8.6746,,14.8708,14.8708,,0.00033272172846137023,,0.0005703804324885196,0.0005703804324885196,
NDPlow,0,,INORG_RCY_OS,,2047,,1.24175,1.24175,1.24175,1.24175,,,45.6342,4.8978,,,78.23,8.07928,78.23,,5.7955,,,,-69.5378,-7.18158,,8.394,,14.3897,14.3897,,0.00033758721974559957,,0.0005787205254107283,0.0005787205254107283,
NDPlow,0,,INORG_RCY_OS,,2048,,1.29668,1.29668,1.29668,1.29668,,,47.6531,4.73564,,,81.691,7.81178,81.691,,5.60361,,,,-72.6142,-6.9438,,8.1161,,13.9132,13.9132,,0.000342254753774965,,0.0005867222298366877,0.0005867222298366877,
NDPlow,0,,INORG_RCY_OS,,2049,,1.35303,1.35303,1.35303,1.35303,,,49.7238,4.57538,,,85.2407,7.54743,85.2407,,5.41399,,,,-75.7696,-6.70882,,7.8414,,13.4424,13.4424,,0.000346725207717425,,0.0005943853730704152,0.0005943853730704152,
NDPlow,0,,INORG_RCY_OS,,2050,,1.41079,1.41079,1.41079,1.41079,,,51.8466,4.41733,,,88.8799,7.28671,88.8799,,5.22697,,,,-79.0044,-6.47708,,7.5705,,12.9781,12.9781,,0.00035099761284134037,,0.0006017102901555174,0.0006017102901555174,
NDPlow,0,,COMPOST,,2018,,0.133871,0.133871,0.133871,0.133871,,,4.91976,4.91976,,,8.43387,8.11549,8.43387,,5.50716,,,,-7.82342,-7.52809,,8.4316,,14.4542,14.4542,,8.054871844906728e-05,,0.0001380834471734465,0.0001380834471734465,
NDPlow,0,,COMPOST,,2019,,0.144152,0.144152,0.144152,0.144152,,,5.2976,4.90518,,,9.08159,8.09145,9.08159,,5.49085,,,,-8.42426,-7.50578,,8.4066,,14.4113,14.4113,,8.478484833220907e-05,,0.0001453452942399023,0.0001453452942399023,
NDPlow,0,,COMPOST,,2020,,0.154434,0.154434,0.154434,0.154434,,,5.67544,4.86577,,,9.72932,8.02644,9.72932,,5.44673,,,,-9.0251,-7.44548,,8.3391,,14.2956,14.2956,,9.471527264841131e-05,,0.0001623689434622939,0.0001623689434622939,
NDPlow,0,,COMPOST,,2021,,0.164715,0.164715,0.164715,0.164715,,,6.05328,4.80529,,,10.377,7.92667,10.377,,5.37903,,,,-9.62595,-7.35293,,8.2354,,14.1178,14.1178,,9.72289716765076e-05,,0.0001666774111039171,0.0001666774111039171,
NDPlow,0,,COMPOST,,2022,,0.174996,0.174996,0.174996,0.174996,,,6.43112,4.72706,,,11.0248,7.79763,11.0248,,5.29146,,,,-10.2268,-7.23323,,8.1014,,13.8881,13.8881,,9.961225837039311e-05,,0.0001707642255286653,0.0001707642255286653,
NDPlow,0,,COMPOST,,2023,,0.181646,0.181646,0.181646,0.181646,,,6.6755,4.54323,,,11.4437,7.49439,11.4437,,5.08568,,,,-10.6154,-6.95194,,7.7863,,13.3479,13.3479,,0.000100385907316867,,0.00017208991200090342,0.00017208991200090342,
NDPlow,0,,COMPOST,,2024,,0.188549,0.188549,0.188549,0.188549,,,6.92917,4.36655,,,11.8786,7.20294,11.8786,,4.88791,,,,-11.0188,-6.68159,,7.4835,,12.8289,12.8289,,0.0001011656182843386,,0.00017342710791513912,0.00017342710791513912,
NDPlow,0,,COMPOST,,2025,,0.195714,0.195714,0.195714,0.195714,,,7.19248,4.19674,,,12.33,6.92283,12.33,,4.69782,,,,-11.4375,-6.42175,,7.1925,,12.33,12.33,,0.00010195139248843188,,0.00017477430168486602,0.00017477430168486602,
NDPlow,0,,COMPOST,,2026,,0.203151,0.203151,0.203151,0.203151,,,7.46579,4.03353,,,12.7985,6.65361,12.7985,,4.51513,,,,-11.8721,-6.17201,,6.9128,,11.8505,11.8505,,0.00010274318961376515,,0.00017613122151463855,0.00017613122151463855,
NDPlow,0,,COMPOST,,2027,,0.350624,0.350624,0.350624,0.350624,,,12.8854,6.44592,,,22.0893,10.633,22.0893,,7.21555,,,,-20.4905,-9.86339,,11.0472,,18.938,18.938,,0.00017216225973877577,,0.0002951358750250469,0.0002951358750250469,
NDPlow,0,,COMPOST,,2028,,0.492916,0.492916,0.492916,0.492916,,,18.1147,8.39059,,,31.0537,13.8409,31.0537,,9.3924,,,,-28.806,-12.8391,,14.38,,24.6514,24.6514,,0.0002349816618288992,,0.0004028247794297498,0.0004028247794297498,
NDPlow,0,,COMPOST,,2029,,0.629887,0.629887,0.629887,0.629887,,,23.1484,9.92794,,,39.6829,16.3768,39.6829,,11.1133,,,,-36.8106,-15.1915,,17.0148,,29.1681,29.1681,,0.00029153223253485384,,0.0004997686419129336,0.0004997686419129336,
NDPlow,0,,COMPOST,,2030,,0.761391,0.761391,0.761391,0.761391,,,27.9811,11.1117,,,47.9676,18.3295,47.9676,,12.4384,,,,-44.4957,-17.0028,,19.0435,,32.6459,32.6459,,0.0003421315768676079,,0.000586511274630185,0.000586511274630185,
NDPlow,0,,COMPOST,,2031,,0.797673,0.797673,0.797673,0.797673,,,29.3145,10.7789,,,50.2534,17.7805,50.2534,,12.0658,,,,-46.616,-16.4936,,18.4731,,31.6682,31.6682,,0.00034799551105059337,,0.0005965633940551566,0.0005965633940551566,
NDPlow,0,,COMPOST,,2032,,0.834966,0.834966,0.834966,0.834966,,,30.685,10.447,,,52.6028,17.2332,52.6028,,11.6944,,,,-48.7954,-15.9858,,17.9044,,30.6932,30.6932,,0.0003536552044835315,,0.000606265406237781,0.000606265406237781,
NDPlow,0,,COMPOST,,2033,,0.873278,0.873278,0.873278,0.873278,,,32.093,10.117,,,55.0165,16.6888,55.0165,,11.325,,,,-51.0344,-15.4808,,17.3388,,29.7237,29.7237,,0.0003591096018734044,,0.0006156156610933272,0.0006156156610933272,
NDPlow,0,,COMPOST,,2034,,0.91262,0.91262,0.91262,0.91262,,,33.5388,9.78965,,,57.4951,16.1487,57.4951,,10.9585,,,,-53.3335,-14.9799,,16.7778,,28.7619,28.7619,,0.00036435689830168134,,0.0006246119808563513,0.0006246119808563513,
NDPlow,0,,COMPOST,,2035,,0.953,0.953,0.953,0.953,,,35.0227,9.46556,,,60.039,15.6141,60.039,,10.5957,,,,-55.6933,-14.484,,16.2223,,27.8097,27.8097,,0.0003693957342711457,,0.0006332507342353763,0.0006332507342353763,
NDPlow,0,,COMPOST,,2036,,0.994426,0.994426,0.994426,0.994426,,,36.5452,9.14539,,,62.6488,15.086,62.6488,,10.2373,,,,-58.1143,-13.994,,15.6736,,26.869,26.869,,0.00037422721724048746,,0.0006415312021128862,0.0006415312021128862,
NDPlow,0,,COMPOST,,2037,,1.03691,1.03691,1.03691,1.03691,,,38.1064,8.82971,,,65.3252,14.5652,65.3252,,9.88396,,,,-60.5969,-13.511,,15.1326,,25.9415,25.9415,,0.000378848632905954,,0.0006494542311608555,0.0006494542311608555,
NDPlow,0,,COMPOST,,2038,,1.08046,1.08046,1.08046,1.08046,,,39.7067,8.51901,,,68.0687,14.0527,68.0687,,9.53616,,,,-63.1418,-13.0356,,14.6001,,25.0287,25.0287,,0.0003832607740790488,,0.0006570191592994268,0.0006570191592994268,
NDPlow,0,,COMPOST,,2039,,1.12508,1.12508,1.12508,1.12508,,,41.3465,8.21372,,,70.8797,13.5491,70.8797,,9.19442,,,,-65.7494,-12.5684,,14.0769,,24.1318,24.1318,,0.00038746466708546707,,0.000664225009701372,0.000664225009701372,
NDPlow,0,,COMPOST,,2040,,1.17078,1.17078,1.17078,1.17078,,,43.0261,7.91424,,,73.759,13.0551,73.759,,8.85918,,,,-68.4202,-12.1102,,13.5636,,23.2519,23.2519,,0.00039146064798774397,,0.0006710751366014584,0.0006710751366014584,
NDPlow,0,,COMPOST,,2041,,1.21757,1.21757,1.21757,1.21757,,,44.7457,7.62087,,,76.7069,12.5712,76.7069,,8.53079,,,,-71.1548,-11.6613,,13.0608,,22.39,22.39,,0.0003952484816376909,,0.0006775686994757975,0.0006775686994757975,
NDPlow,0,,COMPOST,,2042,,1.26546,1.26546,1.26546,1.26546,,,46.5057,7.33391,,,79.724,12.0978,79.724,,8.20957,,,,-73.9535,-11.2222,,12.569,,21.5469,21.5469,,0.0003988300424311089,,0.000683708154113963,0.000683708154113963,
NDPlow,0,,COMPOST,,2043,,1.31446,1.31446,1.31446,1.31446,,,48.3064,7.0536,,,82.8109,11.6354,82.8109,,7.89578,,,,-76.817,-10.7932,,12.0886,,20.7233,20.7233,,0.0004022065394529907,,0.0006894963300512494,0.0006894963300512494,
NDPlow,0,,COMPOST,,2044,,1.36457,1.36457,1.36457,1.36457,,,50.1481,6.78011,,,85.9681,11.1843,85.9681,,7.58963,,,,-79.7457,-10.3747,,11.6199,,19.9198,19.9198,,0.0004053794347606702,,0.0006949355964722247,0.0006949355964722247,
NDPlow,0,,COMPOST,,2045,,1.41581,1.41581,1.41581,1.41581,,,52.0311,6.5136,,,89.1961,10.7447,89.1961,,7.29131,,,,-82.74,-9.96695,,11.1632,,19.1369,19.1369,,0.00040835042541808464,,0.0007000287401310758,0.0007000287401310758,
NDPlow,0,,COMPOST,,2046,,1.46818,1.46818,1.46818,1.46818,,,53.9557,6.2542,,,92.4954,10.3168,92.4954,,7.00094,,,,-85.8005,-9.57002,,10.7186,,18.3747,18.3747,,0.0004111214263644477,,0.0007047789349438545,0.0007047789349438545,
NDPlow,0,,COMPOST,,2047,,1.52169,1.52169,1.52169,1.52169,,,55.9222,6.00199,,,95.8666,9.90071,95.8666,,6.71861,,,,-88.9277,-9.18409,,10.2864,,17.6338,17.6338,,0.0004136945540856938,,0.0007091904527846111,0.0007091904527846111,
NDPlow,0,,COMPOST,,2048,,1.57635,1.57635,1.57635,1.57635,,,57.9309,5.75702,,,99.3101,9.49662,99.3101,,6.44439,,,,-92.1219,-8.80924,,9.8665,,16.914,16.914,,0.0004160721110580868,,0.0007132663734965227,0.0007132663734965227,
NDPlow,0,,COMPOST,,2049,,1.63217,1.63217,1.63217,1.63217,,,59.9821,5.51932,,,102.826,9.10451,102.826,,6.17831,,,,-95.3838,-8.44552,,9.4591,,16.2156,16.2156,,0.00041825657093438873,,0.0007170080767912336,0.0007170080767912336,
NDPlow,0,,COMPOST,,2050,,1.68915,1.68915,1.68915,1.68915,,,62.0761,5.28889,,,106.416,8.7244,106.416,,5.92037,,,,-98.7137,-8.09292,,9.0642,,15.5386,15.5386,,0.00042025056444396216,,0.0007204283784881569,0.0007204283784881569,
NDPlow,0,,LANDFILL,,2027,,0.0170905,0.0170905,0.0170905,0.0170905,,,0.0897252,0.0448849,,,1.13592,0.546792,1.13592,,0.591677,,,,,,,0.0769,,0.9739,0.9739,,1.1988213937878222e-06,,1.5177065056767362e-05,1.5177065056767362e-05,
NDPlow,0,,LANDFILL,,2028,,0.0336002,0.0336002,0.0336002,0.0336002,,,0.176401,0.0817079,,,2.23324,0.995373,2.23324,,1.07708,,,,,,,0.14,,1.7728,1.7728,,2.2882520896443027e-06,,2.8969314780966338e-05,2.8969314780966338e-05,
NDPlow,0,,LANDFILL,,2029,,0.0495139,0.0495139,0.0495139,0.0495139,,,0.259948,0.111487,,,3.29094,1.35815,3.29094,,1.46963,,,,-1.01863e-09,,,0.1911,,2.4189,2.4189,,3.2737995188855467e-06,,4.144628075107791e-05,4.144628075107791e-05,
NDPlow,0,,LANDFILL,,2030,,0.064815,0.064815,0.064815,0.064815,,,0.340279,0.135129,,,4.30793,1.64616,4.30793,,1.78129,,,,-1.07684e-09,,,0.2316,,2.9319,2.9319,,4.160672412626121e-06,,5.267408657755678e-05,5.267408657755678e-05,
NDPlow,0,,LANDFILL,,2031,,0.0835085,0.0835085,0.0835085,0.0835085,,,0.438419,0.161206,,,5.55039,1.96383,5.55039,,2.12503,,,,2.34286e-09,,,0.2763,,3.4977,3.4977,,5.204518035760122e-06,,6.58892631489571e-05,6.58892631489571e-05,
NDPlow,0,,LANDFILL,,2032,,0.103228,0.103228,0.103228,0.103228,,,0.541946,0.184512,,,6.86104,2.24774,6.86104,,2.43225,,,,-1.1496e-09,,,0.3162,,4.0034,4.0034,,6.246114500538764e-06,,7.907585152907572e-05,7.907585152907572e-05,
NDPlow,0,,LANDFILL,,2033,,0.123988,0.123988,0.123988,0.123988,,,0.650935,0.205202,,,8.24084,2.49979,8.24084,,2.70499,,,,-1.22236e-09,,,0.3517,,4.4523,4.4523,,7.283738157712414e-06,,9.221215752663901e-05,9.221215752663901e-05,
NDPlow,0,,LANDFILL,,2034,,0.145803,0.145803,0.145803,0.145803,,,0.765463,0.223431,,,9.69077,2.72186,9.69077,,2.94529,,,,,,,0.3829,,4.8478,4.8478,,8.315793184153872e-06,,0.00010527803318410271,0.00010527803318410271,
NDPlow,0,,LANDFILL,,2035,,0.168687,0.168687,0.168687,0.168687,,,0.885605,0.239352,,,11.2118,2.9158,11.2118,,3.15515,,,,-1.30967e-09,,,0.4102,,5.1932,5.1932,,9.34076211283533e-06,,0.00011825447762454725,0.00011825447762454725,
NDPlow,0,,LANDFILL,,2036,,0.192654,0.192654,0.192654,0.192654,,,1.01143,0.253111,,,12.8048,3.08342,12.8048,,3.33653,,,,,,,0.4338,,5.4918,5.4918,,1.0357164123702873e-05,,0.00013112268290557975,0.00013112268290557975,
NDPlow,0,,LANDFILL,,2037,,0.217719,0.217719,0.217719,0.217719,,,1.14303,0.264853,,,14.4707,3.22646,14.4707,,3.49131,,,,,,,0.4539,,5.7465,5.7465,,1.1363848405267687e-05,,0.0001438657262872428,0.0001438657262872428,
NDPlow,0,,LANDFILL,,2038,,0.243895,0.243895,0.243895,0.243895,,,1.28045,0.274718,,,16.2105,3.34664,16.2105,,3.62136,,,,,,,0.4708,,5.9606,5.9606,,1.2359280881300086e-05,,0.00015646852491414348,0.00015646852491414348,
NDPlow,0,,LANDFILL,,2039,,0.271196,0.271196,0.271196,0.271196,,,1.42378,0.282842,,,18.025,3.4456,18.025,,3.72845,,,,-1.78989e-09,,,0.4847,,6.1368,6.1368,,1.3342470189809205e-05,,0.00016891515906341633,0.00016891515906341633,
NDPlow,0,,LANDFILL,,2040,,0.299635,0.299635,0.299635,0.299635,,,1.57308,0.289354,,,19.9152,3.52493,19.9152,,3.81429,,,,,,,0.4959,,6.2781,6.2781,,1.4312217843043185e-05,,0.0001811927434000646,0.0001811927434000646,
NDPlow,0,,LANDFILL,,2041,,0.329225,0.329225,0.329225,0.329225,,,1.72843,0.294379,,,21.882,3.58615,21.882,,3.88053,,,,,,,0.5045,,6.3871,6.3871,,1.5267597403036136e-05,,0.00019328845621357924,0.00019328845621357924,
NDPlow,0,,LANDFILL,,2042,,0.359981,0.359981,0.359981,0.359981,,,1.8899,0.298036,,,23.9261,3.6307,23.9261,,3.92873,,,,-1.45519e-09,,,0.5108,,6.4665,6.4665,,1.6207666956750522e-05,,0.0002051887720905385,0.0002051887720905385,
NDPlow,0,,LANDFILL,,2043,,0.391914,0.391914,0.391914,0.391914,,,2.05755,0.300439,,,26.0485,3.65997,26.0485,,3.96041,,,,,,,0.5149,,6.5186,6.5186,,1.7131478753363965e-05,,0.000216883829946782,0.000216883829946782,
NDPlow,0,,LANDFILL,,2044,,0.425038,0.425038,0.425038,0.425038,,,2.23145,0.301696,,,28.2501,3.67528,28.2501,,3.97698,,,,,,,0.5171,,6.5459,6.5459,,1.8038249498918158e-05,,0.00022836377788854233,0.00022836377788854233,
NDPlow,0,,LANDFILL,,2045,,0.459365,0.459365,0.459365,0.459365,,,2.41167,0.301909,,,30.5317,3.67788,30.5317,,3.97979,,,,1.00408e-09,,,0.5174,,6.5505,6.5505,,1.8927266009521844e-05,,0.00023961885648655004,0.00023961885648655004,
NDPlow,0,,LANDFILL,,2046,,0.494908,0.494908,0.494908,0.494908,,,2.59827,0.301175,,,32.8941,3.66894,32.8941,,3.97012,,,,,,,0.5162,,6.5346,6.5346,,1.9797805764357672e-05,,0.0002506402346920673,0.0002506402346920673,
NDPlow,0,,LANDFILL,,2047,,0.531681,0.531681,0.531681,0.531681,,,2.79132,0.299586,,,35.3382,3.64958,35.3382,,3.94917,,,,,,,0.5134,,6.5001,6.5001,,2.064929281592067e-05,,0.00026142070396356127,0.00026142070396356127,
NDPlow,0,,LANDFILL,,2048,,0.569694,0.569694,0.569694,0.569694,,,2.99089,0.297227,,,37.8647,3.62085,37.8647,,3.91807,,,,,,,0.5094,,6.4489,6.4489,,2.1481211516522636e-05,,0.0002719523719393474,0.0002719523719393474,
NDPlow,0,,LANDFILL,,2049,,0.608961,0.608961,0.608961,0.608961,,,3.19704,0.294179,,,40.4746,3.58372,40.4746,,3.8779,,,,,,,0.5042,,6.3828,6.3828,,2.2293033880775733e-05,,0.00028223032214512347,0.00028223032214512347,
NDPlow,0,,LANDFILL,,2050,,0.649493,0.649493,0.649493,0.649493,,,3.40984,0.290518,,,43.1686,3.53912,43.1686,,3.82964,,,,-1.1496e-09,,,0.4979,,6.3034,6.3034,,2.3084362333709753e-05,,0.00029224820045485497,0.00029224820045485497,
NDPlow,0,,NO_CONTR_OD,,2018,,1.87301,1.87301,1.87301,1.87301,,,,,,,82.7966,79.6711,82.7966,,741.562,,,,687.858,661.891,,,,141.8988,141.8988,,,,0.0013555864558311877,0.0013555864558311877,
NDPlow,0,,NO_CONTR_OD,,2019,,1.94181,1.94181,1.94181,1.94181,,,,,,,85.8377,76.479,85.8377,,696.343,,,,695.716,619.864,,,,136.2136,136.2136,,,,0.0013737798957425367,0.0013737798957425367,
NDPlow,0,,NO_CONTR_OD,,2020,,2.01061,2.01061,2.01061,2.01061,,,,,,,88.8788,73.3228,88.8788,,653.772,,,,703.596,580.449,,,,130.5921,130.5921,,,,0.0014832646939556438,0.0014832646939556438,
NDPlow,0,,NO_CONTR_OD,,2021,,2.0794,2.0794,2.0794,2.0794,,,,,,,91.9199,70.2144,91.9199,,613.688,,,,711.478,543.474,,,,125.056,125.056,,,,0.001476435478551696,0.001476435478551696,
NDPlow,0,,NO_CONTR_OD,,2022,,2.1482,2.1482,2.1482,2.1482,,,,,,,94.961,67.1643,94.961,,575.938,,,,719.335,508.773,,,,119.6235,119.6235,,,,0.0014708603893428982,0.0014708603893428982,
