Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
NDP,,,Suelo,,,,2043,,,,0.0122229,4.13561,4.13561,4.13561,4.13561,4.13561,4.13561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2044,,,,0.000856708,4.13646,4.13646,4.13646,4.13646,4.13646,4.13646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2045,,,,0.0044788,4.14094,4.14094,4.14094,4.14094,4.14094,4.14094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2046,,,,,4.14094,4.14094,4.13398,4.13398,4.13398,4.13398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2047,,,,,4.14094,4.14094,4.12994,4.12994,4.12994,4.12994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2048,,,,,4.14094,4.14094,4.11433,4.11433,4.11433,4.11433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2049,,,,,4.14094,4.14094,4.10737,4.10737,4.10737,4.10737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Suelo,,,,2050,,,,0.0381775,4.17912,4.17912,4.17912,4.17912,4.17912,4.17912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2016,,,,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,2.43258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2017,,,,0.0236166,2.4562,2.4562,2.4562,2.4562,2.4562,2.4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2018,,,,0.0261939,2.48239,2.48239,2.48239,2.48239,2.48239,2.48239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2019,,,,0.0299753,2.51237,2.51237,2.51237,2.51237,2.51237,2.51237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2020,,,,0.0336079,2.54597,2.54597,2.54597,2.54597,2.54597,2.54597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2021,,,,0.0317894,2.57776,2.57776,2.57776,2.57776,2.57776,2.57776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2022,,,,0.0325084,2.61027,2.61027,2.61027,2.61027,2.61027,2.61027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2023,,,,0.0330516,2.64332,2.64332,2.64332,2.64332,2.64332,2.64332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2024,,,,0.0334232,2.67675,2.67675,2.67675,2.67675,2.67675,2.67675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2025,,,,0.0158024,2.69255,2.69255,2.69255,2.69255,2.69255,2.69255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2026,,,,0.0125419,2.70509,2.70509,2.70509,2.70509,2.70509,2.70509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2027,,,,0.0138155,2.71891,2.71891,2.71891,2.71891,2.71891,2.71891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2028,,,,0.0150837,2.73399,2.73399,2.73399,2.73399,2.73399,2.73399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2029,,,,0.0163406,2.75033,2.75033,2.75033,2.75033,2.75033,2.75033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2030,,,,0.0175899,2.76792,2.76792,2.76792,2.76792,2.76792,2.76792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2031,,,,0.0188301,2.78675,2.78675,2.78675,2.78675,2.78675,2.78675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2032,,,,0.0200635,2.80681,2.80681,2.80681,2.80681,2.80681,2.80681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2033,,,,0.0212916,2.82811,2.82811,2.82811,2.82811,2.82811,2.82811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2034,,,,0.0225221,2.85063,2.85063,2.85063,2.85063,2.85063,2.85063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2035,,,,0.0237537,2.87438,2.87438,2.87438,2.87438,2.87438,2.87438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2036,,,,0.0249922,2.89937,2.89937,2.89937,2.89937,2.89937,2.89937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2037,,,,0.0262418,2.92562,2.92562,2.92562,2.92562,2.92562,2.92562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2038,,,,0.0275068,2.95312,2.95312,2.95312,2.95312,2.95312,2.95312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2039,,,,0.0287946,2.98192,2.98192,2.98192,2.98192,2.98192,2.98192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2040,,,,0.0301103,3.01203,3.01203,3.01203,3.01203,3.01203,3.01203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2041,,,,0.0314578,3.04349,3.04349,3.04349,3.04349,3.04349,3.04349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2042,,,,0.0328398,3.07632,3.07632,3.07632,3.07632,3.07632,3.07632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2043,,,,0.0342616,3.11059,3.11059,3.11059,3.11059,3.11059,3.11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2044,,,,0.0357254,3.14631,3.14631,3.14631,3.14631,3.14631,3.14631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2045,,,,0.0372347,3.18355,3.18355,3.18355,3.18355,3.18355,3.18355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2046,,,,0.0387909,3.22234,3.22234,3.22234,3.22234,3.22234,3.22234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2047,,,,0.0403984,3.26274,3.26274,3.26274,3.26274,3.26274,3.26274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2048,,,,0.0420589,3.30479,3.30479,3.30479,3.30479,3.30479,3.30479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2049,,,,0.0437767,3.34857,3.34857,3.34857,3.34857,3.34857,3.34857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cultivos,,,,2050,,,,0.0455547,3.39413,3.39413,3.39413,3.39413,3.39413,3.39413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2016,,,,2.02374,2.02374,2.02374,2.02374,2.02374,2.02374,2.02374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2017,,,,,2.02374,2.02374,1.98755,1.98755,1.98755,1.98755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2018,,,,,2.02374,2.02374,1.95186,1.95186,1.95186,1.95186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2019,,,,,2.02374,2.02374,1.91667,1.91667,1.91667,1.91667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2020,,,,,2.02374,2.02374,1.882,1.882,1.882,1.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2021,,,,,2.02374,2.02374,1.89302,1.89302,1.89302,1.89302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2022,,,,,2.02374,2.02374,1.8972,1.8972,1.8972,1.8972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2023,,,,,2.02374,2.02374,1.89894,1.89894,1.89894,1.89894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2024,,,,,2.02374,2.02374,1.8996,1.8996,1.8996,1.8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2025,,,,,2.02374,2.02374,1.89886,1.89886,1.89886,1.89886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2026,,,,,2.02374,2.02374,1.8968,1.8968,1.8968,1.8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2027,,,,,2.02374,2.02374,1.8935,1.8935,1.8935,1.8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2028,,,,,2.02374,2.02374,1.88903,1.88903,1.88903,1.88903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2029,,,,,2.02374,2.02374,1.88346,1.88346,1.88346,1.88346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2030,,,,,2.02374,2.02374,1.87686,1.87686,1.87686,1.87686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2031,,,,,2.02374,2.02374,1.8693,1.8693,1.8693,1.8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2032,,,,,2.02374,2.02374,1.86083,1.86083,1.86083,1.86083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2033,,,,,2.02374,2.02374,1.85152,1.85152,1.85152,1.85152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2034,,,,,2.02374,2.02374,1.84142,1.84142,1.84142,1.84142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2035,,,,,2.02374,2.02374,1.83058,1.83058,1.83058,1.83058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2036,,,,,2.02374,2.02374,1.81907,1.81907,1.81907,1.81907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2037,,,,,2.02374,2.02374,1.80692,1.80692,1.80692,1.80692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2038,,,,,2.02374,2.02374,1.79419,1.79419,1.79419,1.79419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2039,,,,,2.02374,2.02374,1.78092,1.78092,1.78092,1.78092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2040,,,,,2.02374,2.02374,1.76716,1.76716,1.76716,1.76716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2041,,,,,2.02374,2.02374,1.75294,1.75294,1.75294,1.75294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2042,,,,,2.02374,2.02374,1.7383,1.7383,1.7383,1.7383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2043,,,,,2.02374,2.02374,1.72329,1.72329,1.72329,1.72329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2044,,,,,2.02374,2.02374,1.70794,1.70794,1.70794,1.70794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2045,,,,,2.02374,2.02374,1.69229,1.69229,1.69229,1.69229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2046,,,,,2.02374,2.02374,1.67636,1.67636,1.67636,1.67636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2047,,,,,2.02374,2.02374,1.66019,1.66019,1.66019,1.66019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2048,,,,,2.02374,2.02374,1.64382,1.64382,1.64382,1.64382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2049,,,,,2.02374,2.02374,1.62725,1.62725,1.62725,1.62725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Pasto,,,,2050,,,,,2.02374,2.02374,1.61053,1.61053,1.61053,1.61053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2016,,,,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,0.155711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2017,,,,0.0678687,0.22358,0.22358,0.159373,0.159373,0.159373,0.159373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2018,,,,,0.22358,0.22358,0.161944,0.161944,0.161944,0.161944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2019,,,,,0.22358,0.22358,0.164491,0.164491,0.164491,0.164491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2020,,,,,0.22358,0.22358,0.16701,0.16701,0.16701,0.16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2021,,,,,0.22358,0.22358,0.169501,0.169501,0.169501,0.169501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2022,,,,,0.22358,0.22358,0.171959,0.171959,0.171959,0.171959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2023,,,,,0.22358,0.22358,0.174382,0.174382,0.174382,0.174382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2024,,,,,0.22358,0.22358,0.176767,0.176767,0.176767,0.176767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2025,,,,,0.22358,0.22358,0.179111,0.179111,0.179111,0.179111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2026,,,,,0.22358,0.22358,0.181415,0.181415,0.181415,0.181415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2027,,,,,0.22358,0.22358,0.183678,0.183678,0.183678,0.183678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2028,,,,,0.22358,0.22358,0.185899,0.185899,0.185899,0.185899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2029,,,,,0.22358,0.22358,0.188079,0.188079,0.188079,0.188079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2030,,,,,0.22358,0.22358,0.190219,0.190219,0.190219,0.190219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2031,,,,,0.22358,0.22358,0.192319,0.192319,0.192319,0.192319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2032,,,,,0.22358,0.22358,0.19438,0.19438,0.19438,0.19438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2033,,,,,0.22358,0.22358,0.196404,0.196404,0.196404,0.196404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2034,,,,,0.22358,0.22358,0.198389,0.198389,0.198389,0.198389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2035,,,,,0.22358,0.22358,0.200338,0.200338,0.200338,0.200338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2036,,,,,0.22358,0.22358,0.20225,0.20225,0.20225,0.20225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2037,,,,,0.22358,0.22358,0.204125,0.204125,0.204125,0.204125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2038,,,,,0.22358,0.22358,0.205965,0.205965,0.205965,0.205965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2039,,,,,0.22358,0.22358,0.207768,0.207768,0.207768,0.207768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2040,,,,,0.22358,0.22358,0.209533,0.209533,0.209533,0.209533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2041,,,,,0.22358,0.22358,0.211261,0.211261,0.211261,0.211261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2042,,,,,0.22358,0.22358,0.212949,0.212949,0.212949,0.212949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2043,,,,,0.22358,0.22358,0.214597,0.214597,0.214597,0.214597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2044,,,,,0.22358,0.22358,0.216204,0.216204,0.216204,0.216204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2045,,,,,0.22358,0.22358,0.217769,0.217769,0.217769,0.217769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2046,,,,,0.22358,0.22358,0.21929,0.21929,0.21929,0.21929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2047,,,,,0.22358,0.22358,0.220766,0.220766,0.220766,0.220766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2048,,,,,0.22358,0.22358,0.222197,0.222197,0.222197,0.222197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2049,,,,,0.22358,0.22358,0.22358,0.22358,0.22358,0.22358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Urbano,,,,2050,,,,0.00133477,0.224915,0.224915,0.224915,0.224915,0.224915,0.224915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDP,,,Cafe,,,,2016,,,,0.274177,0.274177,0.274177,0.274177,0.274177,0.274177,0.274177,,,,,,,,,,,,,6.96379,6.96379,,,668.622,631.789,524.176,144.447,638.753,,,,,,,,,,,,
NDP,,,Cafe,,,,2017,,,,0.257619,0.257619,0.257619,0.257619,0.257619,0.257619,0.257619,,,,,,,,,,,,,6.83141,6.09948,,,666.489,562.297,525.854,140.636,568.397,,,,,,,,,,,,
NDP,,,Cafe,,,,2018,,,,0.316814,0.316814,0.316814,0.316814,0.316814,0.316814,0.316814,,,,,,,,,,,,,8.71293,6.9459,,,854.929,643.998,676.898,178.031,650.944,,,,,,,,,,,,
NDP,,,Cafe,,,,2019,,,,0.314048,0.314048,0.314048,0.314048,0.314048,0.314048,0.314048,,,,,,,,,,,,,8.96236,6.37923,,,882.293,593.403,700.523,181.771,599.783,,,,,,,,,,,,
NDP,,,Cafe,,,,2020,,,,0.378151,0.378151,0.378151,0.378151,0.378151,0.378151,0.378151,,,,,,,,,,,,,11.1978,7.11643,,,1101.1,661.219,875.659,225.44,668.335,,,,,,,,,,,,
NDP,,,Cafe,,,,2021,,,,0.363875,0.363875,0.363875,0.363875,0.363875,0.363875,0.363875,,,,,,,,,,,,,11.18,6.34381,,,1096.63,587.978,873.193,223.437,594.321,,,,,,,,,,,,
